1,468750,0.208269,0.669543,-0.678809,0.218068,0,0,0,2,,,,,
2,471167,0.208335,0.669687,-0.678697,0.217914,-1.57E-06,-4.77E-05,1.30E-06,2,,,Corrected to match Movitv Axis,,
3,475730,0.208332,0.669688,-0.678696,0.217916,-2.65E-06,-6.77E-05,2.20E-06,2,,,,,
4,480876,0.208334,0.669694,-0.678689,0.217918,-2.36E-06,-9.43E-05,1.11E-06,2,,,X,Y,Z
5,485981,0.208326,0.669696,-0.678691,0.217915,-5.39E-07,-0.000127846,-2.18E-06,2,,,0.00000000,0.00000000,0.00000000
6,491029,0.208323,0.669676,-0.678706,0.217933,2.33E-06,-0.000169213,-6.99E-06,2,,,-0.00004767,-0.00000130,-0.00000157
7,496312,0.208321,0.669665,-0.678719,0.217928,-2.20E-06,-0.000205936,-1.82E-06,2,,,-0.00006767,-0.00000220,-0.00000265
8,500854,0.208312,0.669657,-0.678727,0.217936,-3.96E-06,-0.000255165,-4.28E-07,2,,,-0.00009427,-0.00000111,-0.00000236
9,506174,0.208316,0.66966,-0.678724,0.217929,-6.03E-06,-0.000310782,1.30E-06,2,,,-0.00012785,0.00000218,-0.00000054
10,511383,0.208311,0.669639,-0.678736,0.217963,0.00215494,-0.000904194,0.00261742,2,,,-0.00016921,0.00000699,0.00000233
11,515941,0.208304,0.669647,-0.67873,0.217962,0.0023273,-0.00100303,0.00283518,2,,,-0.00020594,0.00000182,-0.00000220
12,520940,0.208307,0.669646,-0.678729,0.217967,0.00249847,-0.00110577,0.00305366,2,,,-0.00025517,0.00000043,-0.00000396
13,526018,0.2083,0.66965,-0.678726,0.217971,0.00266939,-0.00121809,0.003272,2,,,-0.00031078,-0.00000130,-0.00000603
14,530926,0.208295,0.66965,-0.678723,0.217985,0.0028408,-0.00133233,0.00348943,2,,,-0.00090419,-0.00261742,0.00215494
15,535861,0.208288,0.669651,-0.678723,0.217988,0.00301243,-0.00145191,0.0037063,2,,,-0.00100303,-0.00283518,0.00232730
16,540736,0.208291,0.669634,-0.678736,0.217997,0.00318676,-0.00157742,0.00391901,2,,,-0.00110577,-0.00305366,0.00249847
17,545784,0.208333,0.669494,-0.678879,0.217941,0.00342892,-0.00060358,0.00290087,2,,,-0.00121809,-0.00327200,0.00266939
18,550888,0.208321,0.66949,-0.678883,0.217951,0.00360493,-0.000677316,0.00305339,2,,,-0.00133233,-0.00348943,0.00284080
19,556335,0.208325,0.669492,-0.678882,0.217947,0.00378129,-0.000750143,0.00320312,2,,,-0.00145191,-0.00370630,0.00301243
20,561374,0.208331,0.6695,-0.678874,0.217941,0.0039561,-0.000827259,0.0033532,2,,,-0.00157742,-0.00391901,0.00318676
21,566154,0.208325,0.669497,-0.678875,0.217952,0.00413086,-0.000905912,0.00350329,2,,,-0.00060358,-0.00290087,0.00342892
22,570975,0.208319,0.669498,-0.678874,0.217958,0.0043062,-0.000989985,0.00365326,2,,,-0.00067732,-0.00305339,0.00360493
23,576132,0.207556,0.668879,-0.679478,0.218705,0.00341304,-0.000657091,0.00258002,2,,,-0.00075014,-0.00320312,0.00378129
24,581102,0.207552,0.66888,-0.679474,0.218717,0.00354304,-0.000748934,0.00267253,2,,,-0.00082726,-0.00335320,0.00395610
25,586151,0.207533,0.66889,-0.67947,0.218716,0.00366749,-0.000840432,0.00277113,2,,,-0.00090591,-0.00350329,0.00413086
26,590972,0.207536,0.668887,-0.67947,0.218723,0.00379521,-0.000939654,0.0028639,2,,,-0.00098999,-0.00365326,0.00430620
27,596080,0.207537,0.668881,-0.679476,0.218723,0.00392192,-0.00104462,0.00295682,2,,,-0.00065709,-0.00258002,0.00341304
28,600857,0.207534,0.668882,-0.679473,0.218732,0.00404979,-0.00115679,0.00304402,2,,,-0.00074893,-0.00267253,0.00354304
29,606085,0.207531,0.66888,-0.679476,0.218731,0.00417583,-0.00127243,0.00313268,2,,,-0.00084043,-0.00277113,0.00366749
30,611096,0.2058,0.667534,-0.680772,0.220442,0.0032935,-0.000972332,0.00211248,2,,,-0.00093965,-0.00286390,0.00379521
31,616093,0.205814,0.667528,-0.680773,0.220444,0.00336701,-0.00108557,0.00215147,2,,,-0.00104462,-0.00295682,0.00392192
32,620963,0.205806,0.667529,-0.680775,0.220441,0.00343498,-0.00120501,0.00220053,2,,,-0.00115679,-0.00304402,0.00404979
33,626188,0.205822,0.667534,-0.680766,0.220439,0.00350624,-0.00132537,0.00223899,2,,,-0.00127243,-0.00313268,0.00417583
34,630999,0.20581,0.66753,-0.680773,0.220442,0.0035765,-0.00144734,0.00227532,2,,,-0.00097233,-0.00211248,0.00329350
35,636126,0.205823,0.667542,-0.680758,0.220439,0.00365097,-0.00156227,0.00230133,2,,,-0.00108557,-0.00215147,0.00336701
36,640906,0.204684,0.667231,-0.681038,0.221571,0.00315017,-0.00119715,0.00186902,2,,,-0.00120501,-0.00220053,0.00343498
37,646013,0.204701,0.667213,-0.681057,0.221554,0.00319714,-0.00132328,0.0018682,2,,,-0.00132537,-0.00223899,0.00350624
38,650889,0.2047,0.667209,-0.681063,0.221547,0.00323603,-0.00145197,0.00187078,2,,,-0.00144734,-0.00227532,0.00357650
39,655970,0.204709,0.6672,-0.681071,0.221543,0.00327464,-0.00158579,0.00186761,2,,,-0.00156227,-0.00230133,0.00365097
40,661262,0.204706,0.667196,-0.681077,0.22154,0.00331069,-0.0017247,0.00186153,2,,,-0.00119715,-0.00186902,0.00315017
41,666063,0.204707,0.667188,-0.68108,0.221552,0.00334811,-0.00186885,0.00184755,2,,,-0.00132328,-0.00186820,0.00319714
42,671133,0.204704,0.667199,-0.681069,0.221555,0.00338254,-0.00201705,0.00183302,2,,,-0.00145197,-0.00187078,0.00323603
43,675984,0.20361,0.666934,-0.681291,0.222677,0.00286189,-0.00143159,0.00153341,2,,,-0.00158579,-0.00186761,0.00327464
44,681095,0.203603,0.666929,-0.681296,0.222682,0.00285966,-0.00155425,0.00150108,2,,,-0.00172470,-0.00186153,0.00331069
45,685890,0.203594,0.666923,-0.6813,0.222695,0.0028558,-0.00168365,0.00146636,2,,,-0.00186885,-0.00184755,0.00334811
46,691167,0.203585,0.666927,-0.681298,0.2227,0.00284918,-0.00181725,0.00142858,2,,,-0.00201705,-0.00183302,0.00338254
47,696223,0.20358,0.666925,-0.6813,0.222702,0.00284128,-0.00195802,0.00138833,2,,,-0.00143159,-0.00153341,0.00286189
48,701090,0.203584,0.666928,-0.681298,0.222697,0.00282997,-0.00210147,0.00134503,2,,,-0.00155425,-0.00150108,0.00285966
49,706017,0.203588,0.666916,-0.68131,0.222692,0.00281637,-0.00224845,0.00129857,2,,,-0.00168365,-0.00146636,0.00285580
50,710887,0.204108,0.666356,-0.681878,0.222153,0.00303487,-0.00148479,0.00120279,2,,,-0.00181725,-0.00142858,0.00284918
51,715959,0.204109,0.666356,-0.681877,0.222155,0.00303364,-0.00161937,0.00114291,2,,,-0.00195802,-0.00138833,0.00284128
52,721920,0.204115,0.666351,-0.681877,0.222164,0.00302969,-0.00175533,0.00108212,2,,,-0.00210147,-0.00134503,0.00282997
53,726383,0.204115,0.666343,-0.681887,0.222157,0.00301934,-0.00189497,0.00102402,2,,,-0.00224845,-0.00129857,0.00281637
54,731198,0.20412,0.666341,-0.681886,0.222163,0.00300886,-0.00203904,0.00095942,2,,,-0.00148479,-0.00120279,0.00303487
55,736216,0.20412,0.66634,-0.681887,0.222162,0.00299623,-0.00218713,0.000891188,2,,,-0.00161937,-0.00114291,0.00303364
56,740948,0.204312,0.667347,-0.680897,0.222,0.0028109,-0.0016896,0.00128425,2,,,-0.00175533,-0.00108212,0.00302969
57,746113,0.204304,0.667338,-0.680907,0.222004,0.00279137,-0.00183833,0.00123032,2,,,-0.00189497,-0.00102402,0.00301934
58,751201,0.2043,0.667338,-0.680905,0.222012,0.00276764,-0.00198684,0.00117807,2,,,-0.00203904,-0.00095942,0.00300886
59,755966,0.204283,0.667347,-0.680898,0.222024,0.00274113,-0.00213955,0.00112401,2,,,-0.00218713,-0.00089119,0.00299623
60,761225,0.204281,0.667347,-0.680898,0.222026,0.00271291,-0.00229441,0.00106789,2,,,-0.00168960,-0.00128425,0.00281090
61,765950,0.204281,0.667348,-0.680895,0.222032,0.0026835,-0.00245481,0.00100948,2,,,-0.00183833,-0.00123032,0.00279137
62,771004,0.204284,0.667341,-0.6809,0.222034,0.00265209,-0.00261942,0.000948855,2,,,-0.00198684,-0.00117807,0.00276764
63,776614,0.20455,0.667968,-0.680289,0.221776,0.00257139,-0.00200886,0.00124892,2,,,-0.00213955,-0.00112401,0.00274113
64,781346,0.204541,0.667962,-0.680296,0.221783,0.00253895,-0.00216427,0.0012014,2,,,-0.00229441,-0.00106789,0.00271291
65,786205,0.204539,0.667963,-0.680294,0.221785,0.0025049,-0.00232489,0.00115115,2,,,-0.00245481,-0.00100948,0.00268350
