0,0,0,2
0,0,0,2
0.000008,-0.0000611,0.00000462,2
0.00000401,-0.0000998,0.00000411,2
0.00000477,-0.000138988,0.00000605,2
0.00000486,-0.00018194,0.00000797,2
0.00000287,-0.000228486,0.00000876,2
0.00000531,-0.00028651,0.0000103,2
0.00000248,-0.000348296,0.00000935,2
-0.000000821,-0.00042084,0.00000792,2
0.000160796,-0.000812956,0.000189491,2
0.000168478,-0.000909989,0.000201576,2
0.000175763,-0.00101222,0.000213699,2
0.000187628,-0.0011266,0.000225835,2
0.000196695,-0.00124395,0.00023767,2
0.000205642,-0.00136718,0.000249125,2
0.0000378,-0.000922896,0.000118764,2
0.0000127,-0.00102342,0.0000986,2
-0.0000147,-0.00112999,0.000076,2
-0.0000424,-0.00124233,0.0000527,2
-0.0000738,-0.0013626,0.0000257,2
-0.000107141,-0.00149085,-0.00000337,2
-0.000144533,-0.00162875,-0.0000362,2
-0.000113689,-0.000895948,0.0000121,2
-0.000160367,-0.000982541,-0.000031,2
-0.000207188,-0.00107453,-0.0000719,2
-0.000259651,-0.00117193,-0.000118949,2
-0.000316452,-0.00127573,-0.000169661,2
-0.00038167,-0.00138854,-0.000229257,2
-0.0000668,-0.000739836,0.0000607,2
-0.000102382,-0.000815659,0.000028,2
-0.000140716,-0.0008967,-0.0000075,2
-0.000182284,-0.000976086,-0.0000418,2
-0.000226507,-0.0010674,-0.0000807,2
-0.000274588,-0.0011657,-0.000122618,2
-0.00032636,-0.00127611,-0.000169559,2
-0.000014,-0.000621069,0.000103134,2
-0.0000311,-0.000682041,0.0000859,2
-0.0000488,-0.000759603,0.0000676,2
-0.0000689,-0.000836282,0.000047,2
-0.0000898,-0.000918467,0.0000251,2
-0.000112166,-0.000998186,0.00000155,2
-0.000136125,-0.00108735,-0.0000237,2
0.0000144,-0.00062756,0.000116208,2
-0.00000827,-0.000700397,0.0000936,2
-0.0000281,-0.000776852,0.0000728,2
-0.0000494,-0.000860406,0.0000505,2
-0.0000687,-0.000947681,0.0000292,2
-0.0000905,-0.00104164,0.00000562,2
0.0000234,-0.000629674,-0.000119478,2
0.00000651,-0.000697758,-0.000155298,2
-0.00000938,-0.000770498,-0.000192271,2
-0.0000252,-0.000848188,-0.000229448,2
-0.0000395,-0.000928992,-0.000265593,2
-0.0000565,-0.00101653,-0.000303958,2
-0.0000754,-0.00110992,-0.000344052,2
0.00000951,-0.000590353,0.0000796,2
-0.0000105,-0.000652539,0.0000677,2
-0.0000273,-0.000719526,0.0000606,2
-0.0000441,-0.000793596,0.0000532,2
-0.0000605,-0.000875081,0.0000482,2
-0.0000784,-0.000961431,0.0000415,2
-0.0000978,-0.00105293,0.0000341,2
0.0000444,-0.000639479,0.000224691,2
0.0000335,-0.000703767,0.000227867,2
0.0000231,-0.000775483,0.000231329,2
0.0000175,-0.000867395,0.000238333,2
0.00000928,-0.000958591,0.000243273,2
0.00000162,-0.00105599,0.000248587,2
0.0000821,-0.00065877,0.000225553,2
0.0000727,-0.000728344,0.000223384,2
0.0000622,-0.000804317,0.000220805,2
0.0000557,-0.000887159,0.000218374,2
0.0000463,-0.000974622,0.000215322,2
0.0000362,-0.0010699,0.000211494,2
0.0000244,-0.00117156,0.000206171,2
0.0000828,-0.00073458,0.000210534,2
0.0000736,-0.000809511,0.00020363,2
0.0000666,-0.00088048,0.000201209,2
0.000061,-0.000963577,0.000198485,2
0.0000584,-0.00105308,0.000198475,2
0.0000582,-0.0011588,0.000198528,2
0.0000561,-0.00126482,0.000197863,2
0.0000784,-0.000885874,0.00000112,2
0.0000703,-0.000970769,-0.0000216,2
0.0000657,-0.00105993,-0.0000421,2
0.0000571,-0.00115608,-0.0000662,2
0.0000484,-0.00125897,-0.0000908,2
0.0000368,-0.00136564,-0.000115913,2
0.0000318,-0.000682054,0.00018423,2
0.0000138,-0.00073953,0.000181938,2
-0.00000152,-0.000806817,0.000182148,2
-0.0000204,-0.000878539,0.000180084,2
-0.0000407,-0.000957775,0.000177332,2
-0.0000632,-0.00104319,0.0001712,2
-0.0000857,-0.00113474,0.000165838,2
0.0000683,-0.000621739,0.00024316,2
0.0000543,-0.000678818,0.000243202,2
0.0000421,-0.000740818,0.000243382,2
0.0000295,-0.000809527,0.000243671,2
0.0000191,-0.00088685,0.000246085,2
0.00000678,-0.000968324,0.00024748,2
-0.00000679,-0.00105595,0.000248365,2
0.0000815,-0.000648763,0.000236811,2
0.0000781,-0.000717699,0.000238103,2
0.0000742,-0.000791485,0.000238776,2
0.0000735,-0.000870258,0.000241643,2
0.0000693,-0.00095629,0.000241582,2
0.0000651,-0.00104748,0.000241248,2
0.0000754,-0.000645433,0.000204963,2
0.0000656,-0.000728721,0.000196485,2
0.0000549,-0.000809935,0.000187072,2
0.000043,-0.00089659,0.000176441,2
0.0000289,-0.000981137,0.000163804,2
0.0000145,-0.00107493,0.000150767,2
-0.00000107,-0.00117407,0.000136505,2
0.0000882,-0.000667029,0.000202883,2
0.0000837,-0.000733477,0.000196837,2
0.0000798,-0.000805743,0.000191014,2
0.0000773,-0.000882428,0.000186111,2
0.0000729,-0.000966216,0.000179444,2
0.000069,-0.00105711,0.000172938,2
0.0000643,-0.00115933,0.000165556,2
0.0000704,-0.000698617,0.000186503,2
0.0000596,-0.000766393,0.00017599,2
0.0000453,-0.000843661,0.000162539,2
0.0000321,-0.000922916,0.000149731,2
0.0000168,-0.00100819,0.000134953,2
-0.00000118,-0.00109754,0.000120065,2
0.000094,-0.000676254,0.0002193,2
0.0000861,-0.000743181,0.00021523,2
0.0000824,-0.000823098,0.000211531,2
0.0000759,-0.000902667,0.0002072,2
0.0000707,-0.000987862,0.000203661,2
0.0000674,-0.0010777,0.000201288,2
0.0000547,-0.00117464,0.000191615,2
0.000096,-0.000650445,0.000225699,2
0.0000928,-0.000704333,0.000223496,2
0.0000903,-0.000768432,0.000221672,2
0.0000855,-0.000836004,0.000217824,2
0.0000798,-0.000908487,0.00021306,2
0.0000723,-0.000984633,0.000206606,2
0.0000645,-0.0010668,0.000199779,2
