0,0,0
0.000515,0.000112,-0.00017
0.001084,0.000144,-0.000436
0.001523,0.000156,-0.00078
0.001931,0.000186,-0.001155
0.002354,0.000164,-0.001514
0.002816,0.000167,-0.001773
0.003301,0.000101,-0.002012
0.003742,-4.3E-05,-0.00226
0.004122,-0.000194,-0.002466
0.004453,-0.000302,-0.002653
0.004766,-0.000332,-0.002814
0.005034,-0.000338,-0.002964
0.005249,-0.000313,-0.003082
0.005391,-0.000326,-0.003215
0.005653,-0.000826,-0.00291
0.005786,-0.00088,-0.002946
0.00579,-0.000463,-0.00332
0.005828,-0.000339,-0.003326
0.005908,-0.000191,-0.003338
0.005899,0.000103,-0.003304
0.005885,0.000338,-0.003271
0.005904,0.000504,-0.003218
0.005971,0.000498,-0.002819
0.005966,0.00067,-0.002765
0.005976,0.000856,-0.002811
0.005895,0.001256,-0.003184
0.005844,0.001559,-0.003284
0.006084,0.002118,-0.003272
0.005741,0.002239,-0.003485
0.005856,0.002441,-0.003562
0.005852,0.002728,-0.003681
0.005912,0.002881,-0.003567
0.00581,0.003394,-0.003991
0.005727,0.003824,-0.004111
0.005649,0.004316,-0.004204
0.005558,0.004711,-0.004274
0.005459,0.005012,-0.004297
0.005328,0.005244,-0.004359
0.005145,0.00553,-0.004396
0.00494,0.005863,-0.004307
0.00469,0.006222,-0.004204
0.004384,0.006618,-0.004003
0.004086,0.006961,-0.003795
0.003767,0.007265,-0.003568
0.003478,0.007564,-0.00343
0.003164,0.007802,-0.003463
0.002868,0.008076,-0.003542
0.002627,0.008372,-0.003723
0.002442,0.008677,-0.0039
0.00227,0.008949,-0.004143
0.002105,0.009233,-0.004392
0.001959,0.009548,-0.004614
0.001829,0.00991,-0.004803
0.001684,0.010319,-0.004965
0.001531,0.010762,-0.005101
0.001357,0.011235,-0.005173
0.001438,0.011795,-0.00463
0.001003,0.012094,-0.005223
0.000854,0.012444,-0.005241
0.000691,0.012762,-0.005271
0.000548,0.013054,-0.005332
0.000431,0.01336,-0.005399
0.0009,0.014122,-0.004896
0.000834,0.014296,-0.005079
0.0007,0.014199,-0.005288
0.000643,0.01423,-0.005548
0.000623,0.014241,-0.005852
0.000629,0.01421,-0.006086
0.000579,0.014055,-0.006412
0.000566,0.013959,-0.006604
0.000269,0.013567,-0.007432
0.000285,0.013381,-0.007636
0.000143,0.012908,-0.007894
0.00012,0.012517,-0.008168
0.00016,0.012184,-0.008531
0.000259,0.01172,-0.008784
0.000271,0.011375,-0.009352
0.000336,0.011253,-0.009818
0.000401,0.011217,-0.010224
0.000451,0.011331,-0.010831
0.000509,0.011256,-0.011156
0.000703,0.011281,-0.0111
0.000697,0.010998,-0.011527
0.000724,0.010782,-0.012308
0.000944,0.010361,-0.012166
0.001007,0.01016,-0.012577
0.001033,0.010193,-0.0131
0.001054,0.009908,-0.013846
0.001044,0.009507,-0.014428
0.0011,0.009423,-0.015133
0.001246,0.009053,-0.015345
0.001368,0.008781,-0.01581
0.001414,0.008521,-0.016265
0.001532,0.008117,-0.016643
0.00158,0.00821,-0.016941
0.001626,0.008088,-0.017104
0.001661,0.007947,-0.017244
0.001685,0.007808,-0.017398
0.001677,0.007687,-0.017559
0.001631,0.007589,-0.017743
0.001606,0.007511,-0.017943
0.001551,0.007452,-0.018116
0.001506,0.007413,-0.018321
0.001366,0.007306,-0.018617
0.001255,0.007263,-0.018869
0.001245,0.007198,-0.019079
0.001089,0.007594,-0.019506
0.00092,0.0076,-0.019665
0.000743,0.007607,-0.019814
