0,0,0.0574,-0.038362,0.997441,0.018586,0.545534,0.255355,-1.083138,0.000421,,0,0,0
1,0.008333,0.057417,-0.03828,0.997443,0.018608,0.5455,0.255437,-1.083157,0.000403,,-3.4E-05,8.2E-05,-1.9E-05
2,0.016667,0.05746,-0.038393,0.997434,0.01872,0.545457,0.255498,-1.08314,0.000399,,-7.7E-05,0.000143,-2E-06
3,0.025,0.057415,-0.038305,0.997441,0.018671,0.545472,0.255516,-1.083122,0.000429,,-6.2E-05,0.000161,1.6E-05
4,0.033333,0.05741,-0.038399,0.997436,0.018733,0.54552,0.255488,-1.083097,0.000427,,-1.4E-05,0.000133,4.1E-05
5,0.041667,0.057363,-0.038369,0.997439,0.018763,0.54557,0.255434,-1.083094,0.000431,,3.6E-05,7.9E-05,4.4E-05
6,0.05,0.057344,-0.038507,0.997435,0.018761,0.54561,0.25535,-1.083067,0.000395,,7.6E-05,-5E-06,7.1E-05
7,0.058333,0.057423,-0.038344,0.99744,0.018604,0.545543,0.255358,-1.083109,0.000411,,9E-06,3E-06,2.9E-05
8,0.066667,0.057405,-0.038334,0.997438,0.01879,0.545527,0.255368,-1.083133,0.000402,,-7E-06,1.3E-05,5E-06
9,0.075,0.057417,-0.03832,0.997439,0.018725,0.545477,0.255424,-1.083138,0.000406,,-5.7E-05,6.9E-05,0
10,0.083333,0.05744,-0.038394,0.997435,0.018705,0.545468,0.255472,-1.083139,0.000426,,-6.6E-05,0.000117,-1E-06
11,0.091667,0.05746,-0.038319,0.997437,0.018715,0.545491,0.255493,-1.083139,0.000418,,-4.3E-05,0.000138,-1E-06
12,0.1,0.057379,-0.038377,0.99744,0.018672,0.545534,0.255457,-1.08313,0.00041,,0,0.000102,8E-06
13,0.108333,0.057418,-0.038341,0.997437,0.018781,0.545548,0.255424,-1.083125,0.000406,,1.4E-05,6.9E-05,1.3E-05
14,0.116667,0.0574,-0.038397,0.997438,0.018667,0.545547,0.255395,-1.083114,0.000413,,1.3E-05,4E-05,2.4E-05
15,0.125,0.057433,-0.038289,0.997439,0.018741,0.545522,0.255386,-1.083108,0.000397,,-1.2E-05,3.1E-05,3E-05
16,0.133333,0.057384,-0.038386,0.99744,0.018638,0.545499,0.255433,-1.083104,0.000407,,-3.5E-05,7.8E-05,3.4E-05
17,0.141667,0.057447,-0.038369,0.997437,0.018641,0.54549,0.255472,-1.08313,0.000421,,-4.4E-05,0.000117,8E-06
18,0.15,0.05742,-0.038302,0.99744,0.018687,0.545507,0.255482,-1.083128,0.000424,,-2.7E-05,0.000127,1E-05
19,0.158333,0.05741,-0.03835,0.997439,0.018654,0.545537,0.255461,-1.083116,0.000408,,3E-06,0.000106,2.2E-05
20,0.166667,0.057392,-0.038292,0.997442,0.01872,0.545549,0.255403,-1.083113,0.000393,,1.5E-05,4.8E-05,2.5E-05
21,0.175,0.057448,-0.038371,0.997437,0.018608,0.545547,0.255351,-1.083111,0.000415,,1.3E-05,-4E-06,2.7E-05
22,0.183333,0.057465,-0.038377,0.997433,0.018749,0.545514,0.255373,-1.083111,0.000398,,-2E-05,1.8E-05,2.7E-05
23,0.191667,0.057415,-0.038313,0.997438,0.018764,0.545497,0.25543,-1.08312,0.000429,,-3.7E-05,7.5E-05,1.8E-05
24,0.2,0.057499,-0.038447,0.997432,0.018586,0.545466,0.255509,-1.083139,0.000446,,-6.8E-05,0.000154,-1E-06
25,0.208333,0.057482,-0.038441,0.997431,0.01868,0.545464,0.255564,-1.083149,0.000426,,-7E-05,0.000209,-1.1E-05
26,0.216667,0.057444,-0.038444,0.997433,0.018706,0.545493,0.25555,-1.083138,0.000442,,-4.1E-05,0.000195,0
27,0.225,0.057449,-0.038431,0.997433,0.01869,0.545524,0.255477,-1.083111,0.000417,,-1E-05,0.000122,2.7E-05
28,0.233333,0.057393,-0.038345,0.997441,0.01866,0.545541,0.255378,-1.083087,0.000412,,7E-06,2.3E-05,5.1E-05
29,0.241667,0.057354,-0.03828,0.997442,0.018819,0.545529,0.255305,-1.083081,0.000396,,-5E-06,-5E-05,5.7E-05
30,0.25,0.057396,-0.038329,0.997442,0.018623,0.545495,0.25534,-1.083089,0.000413,,-3.9E-05,-1.5E-05,4.9E-05
31,0.258333,0.057382,-0.038348,0.99744,0.01871,0.545504,0.25541,-1.083123,0.000416,,-3E-05,5.5E-05,1.5E-05
32,0.266667,0.057484,-0.038391,0.997432,0.018712,0.545494,0.255482,-1.083143,0.000405,,-4E-05,0.000127,-5E-06
33,0.275,0.057476,-0.038475,0.99743,0.018696,0.545481,0.255532,-1.083156,0.000435,,-5.3E-05,0.000177,-1.8E-05
34,0.283333,0.057472,-0.038451,0.997429,0.018791,0.545501,0.255522,-1.083148,0.000436,,-3.3E-05,0.000167,-1E-05
35,0.291667,0.057458,-0.038329,0.997436,0.018728,0.54553,0.25547,-1.08311,0.000421,,-4E-06,0.000115,2.8E-05
36,0.3,0.057379,-0.038384,0.997438,0.01875,0.545526,0.255396,-1.083084,0.0004,,-8E-06,4.1E-05,5.4E-05
37,0.308333,0.057417,-0.038345,0.997441,0.018576,0.545513,0.255355,-1.083078,0.000411,,-2.1E-05,0,6E-05
38,0.316667,0.057414,-0.038387,0.997437,0.018697,0.545502,0.255351,-1.083111,0.000404,,-3.2E-05,-4E-06,2.7E-05
39,0.325,0.057422,-0.038367,0.997437,0.018719,0.545499,0.255399,-1.083137,0.000408,,-3.5E-05,4.4E-05,1E-06
40,0.333333,0.057409,-0.03839,0.997438,0.018678,0.545519,0.255456,-1.083141,0.000432,,-1.5E-05,0.000101,-3E-06
41,0.341667,0.057464,-0.038459,0.997431,0.018693,0.545519,0.255489,-1.083134,0.000419,,-1.5E-05,0.000134,4E-06
42,0.35,0.057448,-0.038396,0.997436,0.018627,0.545518,0.255491,-1.083112,0.000452,,-1.6E-05,0.000136,2.6E-05
43,0.358333,0.057436,-0.038336,0.997438,0.018707,0.545507,0.255458,-1.083092,0.000392,,-2.7E-05,0.000103,4.6E-05
44,0.366667,0.057449,-0.03836,0.997435,0.018769,0.545485,0.255415,-1.083096,0.000398,,-4.9E-05,6E-05,4.2E-05
45,0.375,0.057435,-0.038369,0.997434,0.018843,0.545477,0.255384,-1.083104,0.000388,,-5.7E-05,2.9E-05,3.4E-05
46,0.383333,0.057406,-0.038345,0.997438,0.01873,0.545494,0.255384,-1.083129,0.000411,,-4E-05,2.9E-05,9E-06
47,0.391667,0.05744,-0.038386,0.997434,0.018751,0.545513,0.255395,-1.083135,0.000416,,-2.1E-05,4E-05,3E-06
48,0.4,0.057476,-0.038409,0.997431,0.018778,0.545528,0.255427,-1.083135,0.000403,,-6E-06,7.2E-05,3E-06
49,0.408333,0.057428,-0.038352,0.997435,0.018815,0.545533,0.255462,-1.083123,0.000407,,-1E-06,0.000107,1.5E-05
50,0.416667,0.0574,-0.038367,0.997437,0.0188,0.545514,0.255475,-1.083105,0.000434,,-2E-05,0.00012,3.3E-05
51,0.425,0.057467,-0.038321,0.997437,0.018656,0.545488,0.255483,-1.083112,0.00042,,-4.6E-05,0.000128,2.6E-05
52,0.433333,0.057432,-0.038342,0.997439,0.018623,0.545482,0.255427,-1.083118,0.000415,,-5.2E-05,7.2E-05,2E-05
53,0.441667,0.057446,-0.038364,0.997436,0.018716,0.545501,0.255364,-1.083132,0.000402,,-3.3E-05,9E-06,6E-06
54,0.45,0.057454,-0.03837,0.997435,0.018716,0.545546,0.255345,-1.083126,0.000406,,1.2E-05,-1E-05,1.2E-05
55,0.458333,0.057428,-0.038289,0.997439,0.018759,0.545581,0.255344,-1.083113,0.000409,,4.7E-05,-1.1E-05,2.5E-05
56,0.466667,0.057406,-0.038332,0.997439,0.018715,0.54559,0.255384,-1.083094,0.000404,,5.6E-05,2.9E-05,4.4E-05
57,0.475,0.057432,-0.038343,0.997438,0.018656,0.545541,0.25545,-1.083092,0.000403,,7E-06,9.5E-05,4.6E-05
58,0.483333,0.057498,-0.038316,0.997436,0.01864,0.545484,0.255475,-1.083105,0.000421,,-5E-05,0.00012,3.3E-05
59,0.491667,0.057493,-0.038447,0.99743,0.01869,0.545453,0.255461,-1.083119,0.000417,,-8.1E-05,0.000106,1.9E-05
60,0.5,0.057446,-0.038396,0.997433,0.018769,0.545463,0.255406,-1.08314,0.000387,,-7.1E-05,5.1E-05,-2E-06
61,0.508333,0.057417,-0.038364,0.997438,0.01868,0.545502,0.255376,-1.083141,0.00042,,-3.2E-05,2.1E-05,-3E-06
62,0.516667,0.057406,-0.038424,0.997436,0.01872,0.545549,0.25539,-1.083134,0.00041,,1.5E-05,3.5E-05,4E-06
63,0.525,0.057488,-0.038452,0.99743,0.018727,0.545579,0.255405,-1.0831,0.000403,,4.5E-05,5E-05,3.8E-05
64,0.533333,0.057417,-0.0384,0.997436,0.018726,0.545546,0.25548,-1.083099,0.0004,,1.2E-05,0.000125,3.9E-05
65,0.541667,0.057446,-0.03833,0.997439,0.018633,0.545505,0.255531,-1.083125,0.000412,,-2.9E-05,0.000176,1.3E-05
66,0.55,0.057464,-0.038416,0.997435,0.018612,0.545453,0.255517,-1.083131,0.00042,,-8.1E-05,0.000162,7E-06
67,0.558333,0.057415,-0.038341,0.997438,0.018758,0.545443,0.255444,-1.083142,0.000404,,-9.1E-05,8.9E-05,-4E-06
68,0.566667,0.057446,-0.038363,0.997435,0.018748,0.545492,0.255354,-1.083141,0.00041,,-4.2E-05,-1E-06,-3E-06
69,0.575,0.057459,-0.038459,0.997429,0.018818,0.545524,0.255324,-1.083127,0.000384,,-1E-05,-3.1E-05,1.1E-05
70,0.583333,0.057386,-0.038317,0.997442,0.018677,0.545573,0.255354,-1.083108,0.000411,,3.9E-05,-1E-06,3E-05
71,0.591667,0.057416,-0.038416,0.997434,0.01879,0.545554,0.255431,-1.083107,0.000416,,2E-05,7.6E-05,3.1E-05
72,0.6,0.057445,-0.038407,0.997434,0.018731,0.545508,0.255516,-1.083117,0.00041,,-2.6E-05,0.000161,2.1E-05
73,0.608333,0.057513,-0.038427,0.997429,0.018744,0.545474,0.255564,-1.083124,0.000416,,-6E-05,0.000209,1.4E-05
74,0.616667,0.057434,-0.038448,0.997435,0.018599,0.545456,0.255545,-1.083154,0.000444,,-7.8E-05,0.00019,-1.6E-05
75,0.625,0.057432,-0.038425,0.997434,0.018745,0.545487,0.25547,-1.083152,0.000405,,-4.7E-05,0.000115,-1.4E-05
76,0.633333,0.057407,-0.038393,0.997438,0.01864,0.545514,0.255364,-1.083118,0.00041,,-2E-05,9E-06,2E-05
77,0.641667,0.057457,-0.038279,0.997439,0.018656,0.545547,0.255308,-1.083103,0.000414,,1.3E-05,-4.7E-05,3.5E-05
78,0.65,0.057388,-0.038306,0.997441,0.01875,0.545561,0.255328,-1.083077,0.000407,,2.7E-05,-2.7E-05,6.1E-05
79,0.658333,0.057443,-0.038389,0.997437,0.018617,0.545549,0.255405,-1.083086,0.000427,,1.5E-05,5E-05,5.2E-05
80,0.666667,0.057437,-0.038399,0.997436,0.018654,0.545504,0.255502,-1.083117,0.000428,,-3E-05,0.000147,2.1E-05
81,0.675,0.057474,-0.038405,0.997433,0.018674,0.545466,0.255538,-1.083155,0.000426,,-6.8E-05,0.000183,-1.7E-05
82,0.683333,0.057452,-0.038379,0.997434,0.01874,0.545456,0.255504,-1.083184,0.000421,,-7.8E-05,0.000149,-4.6E-05
83,0.691667,0.057431,-0.038397,0.997435,0.018742,0.545471,0.255442,-1.083168,0.000432,,-6.3E-05,8.7E-05,-3E-05
84,0.7,0.057432,-0.038378,0.997434,0.018798,0.545515,0.255384,-1.083137,0.000404,,-1.9E-05,2.9E-05,1E-06
85,0.708333,0.057472,-0.038367,0.997433,0.018753,0.545546,0.255356,-1.083095,0.000422,,1.2E-05,1E-06,4.3E-05
86,0.716667,0.057438,-0.038255,0.997441,0.018671,0.545539,0.255378,-1.083058,0.000411,,5E-06,2.3E-05,8E-05
87,0.725,0.057451,-0.03836,0.997437,0.018657,0.545515,0.255437,-1.083071,0.000416,,-1.9E-05,8.2E-05,6.7E-05
88,0.733333,0.057394,-0.038346,0.997439,0.01872,0.545515,0.255484,-1.083102,0.000417,,-1.9E-05,0.000129,3.6E-05
89,0.741667,0.057497,-0.038288,0.997436,0.018697,0.545487,0.255507,-1.083142,0.000435,,-4.7E-05,0.000152,-4E-06
90,0.75,0.057385,-0.038395,0.997438,0.018701,0.545471,0.255467,-1.083168,0.000436,,-6.3E-05,0.000112,-3E-05
91,0.758333,0.057432,-0.038476,0.997431,0.018778,0.545475,0.255418,-1.083188,0.000416,,-5.9E-05,6.3E-05,-5E-05
92,0.766667,0.057497,-0.038335,0.997434,0.018727,0.54549,0.255381,-1.083151,0.000412,,-4.4E-05,2.6E-05,-1.3E-05
93,0.775,0.05747,-0.038352,0.997433,0.01882,0.545517,0.255386,-1.083096,0.000397,,-1.7E-05,3.1E-05,4.2E-05
94,0.783333,0.057394,-0.03832,0.99744,0.01876,0.545554,0.255407,-1.083072,0.000406,,2E-05,5.2E-05,6.6E-05
95,0.791667,0.057389,-0.038358,0.99744,0.018691,0.545548,0.255434,-1.083071,0.000422,,1.4E-05,7.9E-05,6.7E-05
96,0.8,0.057439,-0.038419,0.997435,0.018675,0.545515,0.255461,-1.083091,0.00041,,-1.9E-05,0.000106,4.7E-05
97,0.808333,0.057455,-0.038369,0.997434,0.018771,0.54549,0.255453,-1.083126,0.000397,,-4.4E-05,9.8E-05,1.2E-05
98,0.816667,0.057443,-0.038397,0.997436,0.018659,0.545484,0.255437,-1.083161,0.000442,,-5E-05,8.2E-05,-2.3E-05
99,0.825,0.057372,-0.038404,0.997439,0.018697,0.54548,0.255423,-1.083178,0.00041,,-5.4E-05,6.8E-05,-4E-05
