0,0,0.041308,-0.040366,0.99817,0.017915,0.548914,0.255228,-1.07667,0.000207,,,0,0,0
1,0.008333,0.041345,-0.040436,0.998166,0.017876,0.548911,0.25524,-1.076685,0.000221,,,-3E-06,1.2E-05,-1.5E-05
2,0.016667,0.041328,-0.040403,0.998168,0.017875,0.548913,0.255258,-1.076716,0.000206,,,-1E-06,3E-05,-4.6E-05
3,0.025,0.041296,-0.040377,0.99817,0.017923,0.548917,0.255265,-1.076725,0.000225,,,3E-06,3.7E-05,-5.5E-05
4,0.033333,0.041373,-0.040509,0.998163,0.017836,0.548898,0.255288,-1.076722,0.000239,,,-1.6E-05,6E-05,-5.2E-05
5,0.041667,0.041341,-0.0404,0.998167,0.01792,0.548889,0.255274,-1.076712,0.000246,,,-2.5E-05,4.6E-05,-4.2E-05
6,0.05,0.04134,-0.040516,0.998164,0.017845,0.548876,0.25526,-1.076683,0.000218,,,-3.8E-05,3.2E-05,-1.3E-05
7,0.058333,0.041284,-0.04035,0.998171,0.017967,0.548889,0.255239,-1.076692,0.000209,,,-2.5E-05,1.1E-05,-2.2E-05
8,0.066667,0.041366,-0.040395,0.998167,0.017887,0.548882,0.255243,-1.076682,0.000216,,,-3.2E-05,1.5E-05,-1.2E-05
9,0.075,0.041326,-0.040409,0.998169,0.017848,0.548896,0.25524,-1.076699,0.000226,,,-1.8E-05,1.2E-05,-2.9E-05
10,0.083333,0.041337,-0.040435,0.998165,0.017972,0.54891,0.255238,-1.076728,0.000223,,,-4E-06,1E-05,-5.8E-05
11,0.091667,0.041356,-0.04048,0.998165,0.017847,0.5489,0.255265,-1.07673,0.000228,,,-1.4E-05,3.7E-05,-6E-05
12,0.1,0.041358,-0.040454,0.998166,0.017816,0.548892,0.255279,-1.076714,0.00023,,,-2.2E-05,5.1E-05,-4.4E-05
13,0.108333,0.041371,-0.040509,0.998165,0.01773,0.548882,0.255279,-1.076696,0.000229,,,-3.2E-05,5.1E-05,-2.6E-05
14,0.116667,0.041418,-0.040486,0.998162,0.017813,0.54886,0.255269,-1.076685,0.000219,,,-5.4E-05,4.1E-05,-1.5E-05
15,0.125,0.041334,-0.040413,0.998169,0.017828,0.548873,0.255248,-1.076682,0.000223,,,-4.1E-05,2E-05,-1.2E-05
16,0.133333,0.041304,-0.04043,0.998167,0.017935,0.548911,0.255231,-1.076692,0.000213,,,-3E-06,3E-06,-2.2E-05
17,0.141667,0.041326,-0.040375,0.998169,0.017887,0.548936,0.255231,-1.076692,0.000222,,,2.2E-05,3E-06,-2.2E-05
18,0.15,0.041257,-0.040469,0.998168,0.017918,0.54895,0.255252,-1.07672,0.00023,,,3.6E-05,2.4E-05,-5E-05
19,0.158333,0.041284,-0.040503,0.998168,0.017775,0.548944,0.255265,-1.076695,0.000229,,,3E-05,3.7E-05,-2.5E-05
20,0.166667,0.041313,-0.040457,0.998167,0.017855,0.548887,0.255299,-1.076693,0.000247,,,-2.7E-05,7.1E-05,-2.3E-05
21,0.175,0.041055,-0.040739,0.998169,0.017733,0.548911,0.255338,-1.076646,0.000263,,,-3E-06,0.00011,2.4E-05
22,0.183333,0.041567,-0.040197,0.998167,0.017888,0.548773,0.25527,-1.076735,0.000384,,,-0.000141,4.2E-05,-6.5E-05
23,0.191667,0.041622,-0.040187,0.998166,0.017833,0.548808,0.255215,-1.076736,0.000373,,,-0.000106,-1.3E-05,-6.6E-05
24,0.2,0.041604,-0.040089,0.99817,0.017848,0.548868,0.255176,-1.076725,0.000349,,,-4.6E-05,-5.2E-05,-5.5E-05
25,0.208333,0.041553,-0.040223,0.998165,0.017928,0.548875,0.255144,-1.076749,0.000363,,,-3.9E-05,-8.4E-05,-7.9E-05
26,0.216667,0.041543,-0.040207,0.998166,0.01793,0.548863,0.255164,-1.076759,0.000356,,,-5.1E-05,-6.4E-05,-8.9E-05
27,0.225,0.041577,-0.040268,0.998162,0.017949,0.548813,0.25526,-1.076759,0.000352,,,-0.000101,3.2E-05,-8.9E-05
28,0.233333,0.041592,-0.040312,0.998163,0.017794,0.548788,0.255343,-1.076758,0.000368,,,-0.000126,0.000115,-8.8E-05
29,0.241667,0.041606,-0.040298,0.998162,0.017832,0.54876,0.255357,-1.076748,0.000381,,,-0.000154,0.000129,-7.8E-05
30,0.25,0.041565,-0.04022,0.998169,0.017707,0.548777,0.255296,-1.076759,0.000385,,,-0.000137,6.8E-05,-8.9E-05
31,0.258333,0.041555,-0.040113,0.998171,0.017845,0.548831,0.255209,-1.076752,0.000373,,,-8.3E-05,-1.9E-05,-8.2E-05
32,0.266667,0.041559,-0.040105,0.99817,0.017921,0.54888,0.255132,-1.076731,0.000355,,,-3.4E-05,-9.6E-05,-6.1E-05
33,0.275,0.04156,-0.040169,0.998167,0.017962,0.548893,0.255104,-1.076723,0.000362,,,-2.1E-05,-0.000124,-5.3E-05
34,0.283333,0.041517,-0.040225,0.998167,0.017905,0.548871,0.255182,-1.076726,0.000375,,,-4.3E-05,-4.6E-05,-5.6E-05
35,0.291667,0.041589,-0.040331,0.998162,0.017793,0.548788,0.255275,-1.076725,0.000377,,,-0.000126,4.7E-05,-5.5E-05
36,0.3,0.041556,-0.04037,0.998162,0.017753,0.548761,0.255352,-1.076754,0.00038,,,-0.000153,0.000124,-8.4E-05
37,0.308333,0.04153,-0.040243,0.998165,0.017969,0.548772,0.255338,-1.07677,0.000352,,,-0.000142,0.00011,-1E-04
38,0.316667,0.041509,-0.04016,0.99817,0.017903,0.548811,0.255248,-1.076752,0.000369,,,-0.000103,2E-05,-8.2E-05
