0.313905,-0.633766,0.633596,0.313625
0.313915,-0.633779,0.633593,0.313596
0.313697,-0.633862,0.633474,0.313886
0.313704,-0.633853,0.633488,0.313867
0.313706,-0.633864,0.633478,0.313864
0.313712,-0.633861,0.633485,0.313849
0.313701,-0.633865,0.633479,0.313864
0.313712,-0.633859,0.633479,0.313866
0.313697,-0.633863,0.633477,0.313877
0.313701,-0.633852,0.633485,0.313879
0.313813,-0.633181,0.634163,0.313752
0.313809,-0.633179,0.634164,0.313759
0.3138,-0.633181,0.634168,0.313756
0.313802,-0.633175,0.634176,0.31375
0.313811,-0.633178,0.63417,0.313745
0.31382,-0.633177,0.634168,0.313744
0.315528,-0.628599,0.638742,0.311952
0.315529,-0.628595,0.638741,0.31196
0.315534,-0.628582,0.638755,0.311953
0.315541,-0.628581,0.638752,0.311954
0.315548,-0.62858,0.638753,0.311946
0.31554,-0.628584,0.638751,0.311951
0.315543,-0.628585,0.638751,0.311948
0.31565,-0.627774,0.639552,0.311831
0.315651,-0.627773,0.639554,0.311828
0.315664,-0.627763,0.639558,0.311825
0.315668,-0.627754,0.639566,0.311823
0.31567,-0.62775,0.639567,0.311829
0.315665,-0.627759,0.639564,0.311822
0.315098,-0.629442,0.637895,0.312419
0.315101,-0.629441,0.637897,0.312414
0.315112,-0.629438,0.637898,0.312408
0.315108,-0.62944,0.637896,0.312412
0.315112,-0.629438,0.637898,0.312408
0.315107,-0.629441,0.637892,0.312418
0.315113,-0.62944,0.637896,0.312406
0.314623,-0.630872,0.636468,0.312924
0.314618,-0.630869,0.636478,0.312916
0.314628,-0.630862,0.636485,0.312905
0.314625,-0.630863,0.636488,0.312898
0.314627,-0.630859,0.636488,0.312905
0.314623,-0.630844,0.636499,0.312918
0.314617,-0.630854,0.636497,0.312908
0.314349,-0.631639,0.635722,0.313169
0.314341,-0.631643,0.635723,0.313166
0.314348,-0.631638,0.635724,0.313166
0.31435,-0.631631,0.635732,0.313162
0.314352,-0.631637,0.635725,0.313163
0.314353,-0.631635,0.635728,0.313161
0.313997,-0.631368,0.635996,0.313511
0.314004,-0.631368,0.635995,0.313506
0.314008,-0.631376,0.635987,0.313502
0.31401,-0.631373,0.635992,0.313496
0.314005,-0.631374,0.635988,0.313507
0.313998,-0.631373,0.635995,0.313502
0.313993,-0.631375,0.635988,0.313517
0.314326,-0.632334,0.635046,0.31316
0.314321,-0.632332,0.635053,0.313155
0.314331,-0.632329,0.635052,0.313154
0.314322,-0.63233,0.635054,0.313156
0.314324,-0.632335,0.635049,0.313155
0.314324,-0.632332,0.635053,0.313151
0.314338,-0.632332,0.635051,0.313143
0.314245,-0.632791,0.6346,0.313221
0.314249,-0.632789,0.634599,0.313225
0.314238,-0.632791,0.634602,0.313225
0.314262,-0.632793,0.634594,0.313214
0.31425,-0.632794,0.634595,0.313222
0.314246,-0.632798,0.634593,0.313223
0.314102,-0.632779,0.634613,0.313363
0.314103,-0.63277,0.634625,0.313356
0.314094,-0.632778,0.634623,0.313355
0.3141,-0.632769,0.634633,0.313345
0.314086,-0.632776,0.634626,0.31336
0.314084,-0.632766,0.634636,0.313363
0.314082,-0.632769,0.634635,0.313359
0.314063,-0.63271,0.634689,0.313389
0.314057,-0.632719,0.634685,0.313385
0.314048,-0.632713,0.634689,0.313397
0.314053,-0.632706,0.634694,0.313397
0.314041,-0.632705,0.634703,0.313393
0.314051,-0.632706,0.634697,0.313393
0.314032,-0.632703,0.634708,0.313396
0.313868,-0.632443,0.634971,0.313551
0.313865,-0.632448,0.63497,0.313547
0.313878,-0.632443,0.634969,0.313546
0.31388,-0.632443,0.634971,0.313539
0.313884,-0.63244,0.634975,0.313535
0.31389,-0.632436,0.63498,0.313526
0.314116,-0.632798,0.634614,0.313312
0.314111,-0.632795,0.634618,0.313314
0.314118,-0.63279,0.634621,0.313309
0.314124,-0.63279,0.634623,0.3133
0.314119,-0.632784,0.634624,0.313315
0.314113,-0.632784,0.634626,0.313317
0.314115,-0.632783,0.634627,0.313315
0.314049,-0.632888,0.634518,0.313389
0.314048,-0.632892,0.634516,0.313386
0.314051,-0.632895,0.634514,0.313381
0.31405,-0.632893,0.634517,0.313381
0.314055,-0.632894,0.634513,0.313382
0.314051,-0.632888,0.63452,0.313382
0.314048,-0.632881,0.634525,0.313392
0.313983,-0.632851,0.634555,0.313457
0.314001,-0.632848,0.634551,0.313452
0.314002,-0.632849,0.634556,0.313437
0.31401,-0.632841,0.634564,0.313431
0.314002,-0.632847,0.634559,0.313437
0.314009,-0.632839,0.634566,0.313431
0.313952,-0.632856,0.634553,0.31348
0.313963,-0.632852,0.634558,0.313466
0.313957,-0.632849,0.634563,0.313469
0.313966,-0.632846,0.634562,0.313469
0.313958,-0.632843,0.634568,0.313469
