0,0,0
9.7E-05,0.000164,6.4E-05
0.000126,0.000317,0.000118
0.000127,0.000488,0.000158
0.000177,0.000695,0.000251
0.000163,0.000903,0.000326
0.00017,0.0011,0.000437
0.000207,0.001101,0.000624
0.000142,0.001442,0.000756
0.00016,0.001622,0.000944
0.00015,0.001932,0.001238
5.6E-05,0.002077,0.001377
1.7E-05,0.002205,0.0015
-4.2E-05,0.002279,0.001605
-0.000109,0.002343,0.001671
-0.000206,0.002411,0.001753
-0.000284,0.002487,0.001863
-0.000346,0.002656,0.002007
-0.000457,0.002776,0.0022
-0.000645,0.002867,0.002423
-0.000845,0.002867,0.002703
-0.001023,0.002844,0.003004
-0.001183,0.002821,0.003332
-0.001358,0.002737,0.003694
-0.001515,0.002669,0.004059
-0.001685,0.002503,0.004329
-0.001793,0.002556,0.004735
-0.001916,0.002624,0.005175
-0.002074,0.002724,0.005605
-0.002194,0.002816,0.006051
-0.002296,0.002886,0.006527
-0.002345,0.003165,0.007107
-0.002398,0.003254,0.007391
-0.002419,0.003525,0.007766
-0.002412,0.003859,0.008099
-0.002349,0.004246,0.008405
-0.002315,0.004713,0.008789
-0.002333,0.005013,0.009042
-0.002398,0.005246,0.009298
-0.002459,0.005434,0.009583
-0.002541,0.005538,0.009904
-0.002632,0.005589,0.010269
-0.002771,0.00553,0.010648
-0.002933,0.005348,0.011051
-0.003108,0.005099,0.011397
-0.003314,0.004751,0.011708
-0.003531,0.004326,0.011967
-0.003749,0.003825,0.012203
-0.003901,0.003129,0.012314
-0.004013,0.002566,0.012489
-0.004105,0.00206,0.01266
-0.004167,0.001653,0.012801
-0.004173,0.001407,0.012916
-0.004146,0.001232,0.013009
-0.004152,0.001171,0.013056
-0.004115,0.001218,0.013139
-0.00402,0.001332,0.013238
-0.003904,0.001572,0.013307
-0.003769,0.001905,0.01335
-0.003623,0.002308,0.013346
-0.003496,0.002732,0.013312
-0.003375,0.003174,0.01325
-0.003277,0.003436,0.013172
-0.003174,0.003918,0.013114
-0.003013,0.004309,0.013248
-0.002839,0.004553,0.013256
-0.002694,0.004702,0.013297
-0.00256,0.004774,0.013357
-0.002403,0.004777,0.013409
-0.002225,0.004718,0.013438
-0.002059,0.004627,0.013464
-0.001909,0.004554,0.01347
-0.00181,0.004372,0.013301
-0.001632,0.00434,0.013272
-0.001505,0.004317,0.013179
-0.001321,0.004297,0.013111
-0.001134,0.004132,0.013037
-0.001001,0.004158,0.01292
-0.000914,0.004433,0.012758
-0.000809,0.004576,0.012659
-0.000677,0.004787,0.012567
-0.000585,0.00502,0.012452
-0.000522,0.005232,0.012388
-0.000544,0.005547,0.012483
-0.000559,0.005704,0.012448
-0.000575,0.005876,0.012441
-0.000613,0.006019,0.012436
-0.000639,0.006198,0.012418
-0.00064,0.00635,0.012371
-0.00065,0.006471,0.012278
-0.000653,0.006545,0.012157
-0.000659,0.006593,0.011996
-0.000667,0.006636,0.011804
-0.000651,0.006671,0.011605
-0.000644,0.006734,0.011392
-0.00066,0.006793,0.011175
-0.000653,0.006827,0.010959
-0.00066,0.006853,0.01078
-0.000633,0.006836,0.010642
-0.000645,0.006724,0.010548
-0.000635,0.006575,0.010475
-0.000654,0.00639,0.010438
-0.000668,0.00621,0.010393
-0.000666,0.005985,0.010319
-0.000651,0.005729,0.010281
-0.00065,0.005449,0.01025
-0.000692,0.005152,0.010214
-0.000708,0.004898,0.010184
-0.00069,0.004683,0.010142
-0.000659,0.00452,0.010086
-0.000648,0.004361,0.010071
-0.000639,0.004255,0.010069
-0.000659,0.004205,0.010091
-0.000682,0.004235,0.010145
-0.000731,0.004319,0.010251
-0.0007,0.004422,0.010394
-0.00067,0.004513,0.01055
-0.000663,0.004577,0.010713
-0.000658,0.004637,0.01085
-0.000653,0.004752,0.010983
-0.000652,0.004879,0.011098
-0.000652,0.004981,0.011171
-0.000585,0.005059,0.011243
-0.000536,0.005043,0.011304
-0.000412,0.005044,0.011353
-0.000289,0.005049,0.011436
-0.000165,0.00508,0.011521
-6.2E-05,0.005104,0.011652
2.1E-05,0.005124,0.01179
0.000131,0.005126,0.011942
0.000237,0.005053,0.012112
0.000388,0.004963,0.012278
0.00053,0.004848,0.012422
0.000708,0.004721,0.012555
0.000882,0.004616,0.012679
0.001037,0.00451,0.012781
0.001185,0.004419,0.012857
0.001346,0.004294,0.012956
0.001525,0.004169,0.013045
0.00173,0.004011,0.013157
0.001911,0.003862,0.013287
0.002074,0.003744,0.013435
0.002221,0.003671,0.013582
0.002366,0.003645,0.013748
0.002528,0.003576,0.013928
0.002662,0.003476,0.014096
0.002781,0.003183,0.014153
0.002914,0.003024,0.014355
0.003035,0.0029,0.014547
0.003165,0.002869,0.014736
0.003303,0.002811,0.014919
0.003416,0.002752,0.015076
0.003534,0.0027,0.015231
0.003685,0.002576,0.015363
0.003916,0.00248,0.015497
0.004122,0.002384,0.015606
0.004318,0.002284,0.015708
0.004478,0.002203,0.01584
0.004598,0.002162,0.015979
0.004768,0.002181,0.016149
