0,0,0.020542,-0.718979,-0.003746,-0.694718,1.472266,0.089715,2.189903,0.000304,0.004434,0.006288,-0.005924,0.999953,0.492226,0.073051,1.934276,0.001526,-0.000491,-0.000227,-0.000082,-1,0.034831,0.049454,-0.745777,0.000125,-0.002001,-0.001665,0.00121,-0.999996,0.951929,0.051347,0.395031,0.000224,,,0,0,0
1,0.008333,0.020778,-0.718964,-0.00402,-0.694725,1.472279,0.089742,2.189896,0.000324,0.004444,0.006277,-0.005797,0.999954,0.492246,0.073085,1.934291,0.001517,-0.000501,0.000045,-0.000031,-1,0.034878,0.049482,-0.745675,0.000173,-0.002208,-0.001731,0.001147,-0.999995,0.951949,0.051376,0.395031,0.000227,,,2E-05,3.4E-05,1.5E-05
2,0.016667,0.021037,-0.719092,-0.004728,-0.69458,1.472298,0.089741,2.189904,0.000331,0.004449,0.006204,-0.006037,0.999953,0.492247,0.073113,1.934277,0.001485,-0.000717,0.000009,-0.000101,-1,0.034886,0.049505,-0.745676,0.00018,-0.001985,-0.001804,0.001188,-0.999996,0.951964,0.051387,0.395049,0.000216,,,2.1E-05,6.2E-05,1E-06
3,0.025,0.020344,-0.719137,-0.005337,-0.69455,1.47227,0.089721,2.189911,0.000316,0.008942,0.005665,-0.005796,0.999927,0.492492,0.07375,1.934065,0.000498,-0.000527,0.000051,-0.000104,-1,0.034879,0.04947,-0.745673,0.000186,-0.001876,-0.001821,0.001097,-0.999996,0.951952,0.051402,0.395052,0.000228,,,0.000266,0.000699,-0.000211
4,0.033333,0.020487,-0.719058,-0.004567,-0.694634,1.472247,0.089737,2.189906,0.000346,0.008911,0.005639,-0.005866,0.999927,0.492488,0.073739,1.934061,0.000489,-0.000346,-0.000244,-0.000061,-1,0.034853,0.049438,-0.745767,0.000139,-0.002149,-0.001854,0.001023,-0.999996,0.951941,0.051389,0.395038,0.000235,,,0.000262,0.000688,-0.000215
5,0.041667,0.021357,-0.719046,-0.003319,-0.694626,1.472234,0.089781,2.189875,0.000342,0.006904,0.006595,-0.005831,0.999937,0.492229,0.072902,1.934481,0.001512,-0.000489,-0.000228,-0.0001,-1,0.034843,0.04945,-0.745764,0.000139,0.00024,-0.000082,0.000196,-1,0.952007,0.051477,0.395297,0.000084,,,3E-06,-0.000149,0.000205
6,0.05,0.020226,-0.719068,-0.004742,-0.694629,1.472249,0.089753,2.189903,0.000306,0.008427,0.005833,-0.005585,0.999932,0.492466,0.073741,1.934057,0.000495,-0.000567,-0.000199,-0.000087,-1,0.034843,0.049458,-0.74577,0.000136,0.000108,-0.000072,0.000323,-1,0.952015,0.051459,0.395292,0.000053,,,0.00024,0.00069,-0.000219
7,0.058333,0.020437,-0.718982,-0.004075,-0.694717,1.472267,0.08972,2.189897,0.000313,0.008657,0.005769,-0.005673,0.99993,0.492488,0.07372,1.934052,0.000511,-0.000534,-0.000181,-0.000034,-1,0.034842,0.04945,-0.745773,0.000133,0.000107,-0.000049,0.000262,-1,0.952015,0.051457,0.395274,0.000079,,,0.000262,0.000669,-0.000224
8,0.066667,0.020627,-0.719058,-0.004216,-0.694631,1.472281,0.0897,2.189915,0.000321,0.004246,0.006305,-0.006061,0.999953,0.492234,0.07303,1.934306,0.001483,-0.000628,-0.000191,-0.000059,-1,0.034847,0.049453,-0.745766,0.000131,0.000077,-0.000023,0.000252,-1,0.95201,0.051467,0.395275,0.000072,,,8E-06,-2.1E-05,3E-05
9,0.075,0.021002,-0.719027,-0.004012,-0.694654,1.472274,0.089697,2.189923,0.000303,0.008936,0.005542,-0.005833,0.999928,0.492476,0.073743,1.934065,0.000495,-0.000652,0.000032,-0.000053,-1,0.034879,0.049462,-0.745663,0.00018,-0.002152,-0.001772,0.001123,-0.999996,0.951953,0.051353,0.395047,0.000216,,,0.00025,0.000692,-0.000211
10,0.083333,0.021155,-0.719185,-0.004332,-0.694483,1.472268,0.089723,2.189932,0.000337,0.010046,0.00547,-0.006084,0.999916,0.492525,0.073733,1.934134,0.000559,-0.000552,0.000007,-0.000078,-1,0.034892,0.049478,-0.745655,0.000183,-0.002121,-0.001793,0.001163,-0.999996,0.951949,0.051386,0.395059,0.000215,,,0.000299,0.000682,-0.000142
11,0.091667,0.021059,-0.719345,-0.004756,-0.694317,1.47226,0.089734,2.189937,0.000349,0.004174,0.00618,-0.005958,0.999955,0.492185,0.073123,1.934265,0.001465,-0.000619,0.000049,-0.000085,-1,0.034888,0.049506,-0.745668,0.000181,-0.00204,-0.001815,0.001095,-0.999996,0.95193,0.051392,0.395047,0.000212,,,-4.1E-05,7.2E-05,-1.1E-05
12,0.1,0.020775,-0.719341,-0.004703,-0.694331,1.47224,0.089727,2.189931,0.000381,0.004166,0.006207,-0.005787,0.999955,0.492205,0.0731,1.934272,0.001498,-0.000457,-0.000166,-0.000036,-1,0.03485,0.049451,-0.745765,0.000133,0.000127,-0.000009,0.000246,-1,0.951988,0.05145,0.395269,0.000063,,,-2.1E-05,4.9E-05,-4E-06
13,0.108333,0.020514,-0.719134,-0.004611,-0.694553,1.472225,0.08971,2.189932,0.000341,0.004137,0.006301,-0.005798,0.999955,0.492232,0.073076,1.934295,0.001527,-0.000595,-0.000288,-0.000094,-1,0.034845,0.049429,-0.745769,0.000133,0.000031,-0.000037,0.000242,-1,0.951979,0.051445,0.395266,0.000065,,,6E-06,2.5E-05,1.9E-05
