0,0,0
0.001543,-0.000233,0.001286
0.003114,-0.000535,0.002623
0.004541,-0.000967,0.004049
0.006278,-0.001164,0.005522
0.007868,-0.001488,0.007059
0.009554,-0.001855,0.008613
0.011245,-0.002287,0.010253
0.012824,-0.002934,0.011922
0.014738,-0.003374,0.013626
0.016506,-0.003992,0.01536
0.018265,-0.004726,0.017122
0.019885,-0.005527,0.018869
0.021539,-0.006138,0.020619
0.023231,-0.006718,0.02229
0.024893,-0.007251,0.023855
0.026626,-0.007684,0.025349
0.028412,-0.008018,0.0267
0.030251,-0.008344,0.028008
0.032093,-0.008592,0.029232
0.033939,-0.008865,0.030554
0.035751,-0.009098,0.031812
0.037354,-0.009339,0.033007
0.038904,-0.009518,0.034095
0.040319,-0.009648,0.035132
0.04165,-0.009765,0.036129
0.04294,-0.009851,0.03705
0.044249,-0.009865,0.037885
0.04549,-0.009882,0.038643
0.046702,-0.009876,0.039372
0.047882,-0.009871,0.040091
0.048994,-0.009869,0.040796
0.050059,-0.009932,0.041412
0.051098,-0.010062,0.042028
0.052111,-0.010213,0.042647
0.053057,-0.010398,0.04322
0.053986,-0.010606,0.043754
0.054816,-0.010849,0.044272
0.055532,-0.011183,0.044769
0.056168,-0.011598,0.045257
0.056692,-0.012145,0.045762
0.057174,-0.01276,0.046331
0.057561,-0.013473,0.046939
0.057884,-0.014254,0.047548
0.058186,-0.015104,0.048176
0.058374,-0.015959,0.048812
0.058572,-0.016849,0.049457
0.05868,-0.017756,0.050145
0.05876,-0.01875,0.050871
0.058831,-0.019863,0.051625
0.058921,-0.021,0.052378
0.058993,-0.022139,0.053159
0.058989,-0.023262,0.053986
0.058924,-0.024399,0.054849
0.058885,-0.025419,0.05568
0.058708,-0.026487,0.056535
0.058575,-0.027524,0.05738
0.058443,-0.028483,0.058212
0.05832,-0.029393,0.05903
0.058121,-0.030327,0.059834
0.057892,-0.031229,0.060619
0.057618,-0.032056,0.061408
0.057261,-0.032856,0.062219
0.056888,-0.033583,0.063029
0.056477,-0.034223,0.063784
0.056061,-0.034792,0.064533
0.055636,-0.035273,0.065233
0.055149,-0.035724,0.06594
0.05462,-0.03612,0.066635
0.054148,-0.03645,0.067255
