0,0.000000,0.005349,-0.040244,-0.000024,-0.999176,-0.048510,0.120269,1.467177,0.000061
1,0.008333,0.003532,-0.039635,-0.000067,-0.999208,-0.048865,0.120956,1.466774,0.000040
2,0.016667,0.006533,-0.040805,0.003861,-0.999138,-0.048755,0.120646,1.466931,0.000042
3,0.025000,0.006542,-0.040804,0.003856,-0.999138,-0.048757,0.120642,1.466936,0.000047
4,0.033333,0.006666,-0.040768,0.003807,-0.999139,-0.048766,0.120635,1.466948,0.000064
5,0.041667,0.006636,-0.040919,0.003870,-0.999133,-0.048757,0.120611,1.466963,0.000055
6,0.050000,0.006359,-0.040717,0.003622,-0.999144,-0.048787,0.120602,1.466953,0.000049
7,0.058333,0.006588,-0.040840,0.003817,-0.999137,-0.048787,0.120586,1.466940,0.000047
8,0.066667,0.006551,-0.040711,0.003827,-0.999142,-0.048785,0.120604,1.466942,0.000058
9,0.075000,0.006740,-0.040849,0.003932,-0.999135,-0.048755,0.120649,1.466944,0.000050
10,0.083333,0.006692,-0.040776,0.003967,-0.999138,-0.048780,0.120673,1.466950,0.000062
11,0.091667,0.006352,-0.040645,0.003604,-0.999147,-0.048767,0.120625,1.466938,0.000053
12,0.100000,0.006564,-0.040783,0.003716,-0.999140,-0.048773,0.120601,1.466950,0.000050
13,0.108333,0.005422,-0.040208,-0.000082,-0.999177,-0.048512,0.120253,1.467187,0.000058
14,0.116667,0.002446,-0.039297,-0.003829,-0.999217,-0.048583,0.120536,1.467022,0.000042
15,0.125000,0.006560,-0.040825,0.003619,-0.999138,-0.048763,0.120605,1.466958,0.000049
16,0.133333,0.006662,-0.040793,0.003823,-0.999138,-0.048780,0.120624,1.466970,0.000054
17,0.141667,0.006194,-0.040587,0.003198,-0.999152,-0.048790,0.120624,1.466933,0.000046
18,0.150000,0.006674,-0.040870,0.003858,-0.999135,-0.048778,0.120624,1.466929,0.000040
19,0.158333,0.006804,-0.040853,0.004097,-0.999134,-0.048767,0.120638,1.466933,0.000047
20,0.166667,0.006498,-0.040689,0.003595,-0.999144,-0.048754,0.120613,1.466957,0.000062
21,0.175000,0.005535,-0.040375,0.000047,-0.999169,-0.048515,0.120266,1.467162,0.000037
22,0.183333,0.006653,-0.040827,0.003735,-0.999137,-0.048761,0.120620,1.466955,0.000078
23,0.191667,0.006542,-0.040752,0.003608,-0.999141,-0.048769,0.120616,1.466947,0.000038
24,0.200000,0.006530,-0.040708,0.003716,-0.999143,-0.048786,0.120633,1.466947,0.000060
25,0.208333,0.006696,-0.040853,0.003942,-0.999135,-0.048787,0.120639,1.466940,0.000039
26,0.216667,0.006642,-0.040842,0.003927,-0.999136,-0.048774,0.120643,1.466942,0.000048
27,0.225000,0.006347,-0.040732,0.003591,-0.999144,-0.048769,0.120613,1.466928,0.000069
28,0.233333,0.005521,-0.040220,-0.000072,-0.999176,-0.048511,0.120283,1.467159,0.000048
29,0.241667,0.005378,-0.040128,0.000028,-0.999180,-0.048514,0.120278,1.467180,0.000058
30,0.250000,0.005319,-0.040200,-0.000105,-0.999178,-0.048489,0.120298,1.467184,0.000054
31,0.258333,0.006564,-0.040793,0.003786,-0.999139,-0.048748,0.120621,1.466987,0.000044
32,0.266667,0.006550,-0.040828,0.003860,-0.999137,-0.048769,0.120608,1.466982,0.000069
33,0.275000,0.006655,-0.040843,0.003865,-0.999136,-0.048767,0.120627,1.466964,0.000070
34,0.283333,0.005373,-0.040223,-0.000221,-0.999176,-0.048507,0.120273,1.467159,0.000065
35,0.291667,0.003468,-0.039745,-0.000139,-0.999204,-0.048872,0.120904,1.466776,0.000036
36,0.300000,0.003766,-0.039738,0.000172,-0.999203,-0.048875,0.120907,1.466794,0.000048
37,0.308333,0.006624,-0.040737,0.003766,-0.999141,-0.048765,0.120624,1.466948,0.000024
38,0.316667,0.005484,-0.040184,-0.000047,-0.999177,-0.048512,0.120330,1.467174,0.000033
39,0.325000,0.006471,-0.040745,0.003940,-0.999141,-0.048747,0.120641,1.466956,0.000071
40,0.333333,0.006676,-0.040864,0.003935,-0.999135,-0.048752,0.120617,1.466962,0.000041
41,0.341667,0.006557,-0.040776,0.003648,-0.999140,-0.048761,0.120623,1.466942,0.000039
42,0.350000,0.006596,-0.040790,0.003794,-0.999139,-0.048792,0.120604,1.466930,0.000045
43,0.358333,0.006649,-0.040756,0.003742,-0.999140,-0.048796,0.120609,1.466936,0.000052
44,0.366667,0.006599,-0.040675,0.003587,-0.999144,-0.048802,0.120652,1.466932,0.000063
45,0.375000,0.006658,-0.040790,0.003898,-0.999138,-0.048772,0.120648,1.466946,0.000039
46,0.383333,0.006508,-0.040734,0.003896,-0.999141,-0.048776,0.120617,1.466964,0.000053
47,0.391667,0.006409,-0.040639,0.003766,-0.999146,-0.048766,0.120602,1.466970,0.000031
48,0.400000,0.006652,-0.040851,0.003880,-0.999136,-0.048751,0.120606,1.466977,0.000048
49,0.408333,0.005481,-0.040329,-0.000048,-0.999171,-0.048501,0.120273,1.467194,0.000065
50,0.416667,0.006665,-0.040812,0.003790,-0.999138,-0.048781,0.120627,1.466964,0.000049
51,0.425000,0.006922,-0.040915,0.003919,-0.999131,-0.048811,0.120625,1.466964,0.000049
52,0.433333,0.006716,-0.040760,0.003819,-0.999139,-0.048807,0.120627,1.466941,0.000064
53,0.441667,0.006708,-0.040815,0.003879,-0.999137,-0.048778,0.120660,1.466953,0.000054
54,0.450000,0.006646,-0.040941,0.004053,-0.999131,-0.048765,0.120642,1.466938,0.000053
55,0.458333,0.006442,-0.040714,0.003847,-0.999143,-0.048763,0.120600,1.466934,0.000032
56,0.466667,0.006297,-0.040677,0.003620,-0.999146,-0.048754,0.120591,1.466941,0.000070
57,0.475000,0.006526,-0.040805,0.003609,-0.999139,-0.048758,0.120603,1.466955,0.000049
